"PACKAGE","VERSION","LICENSE","LICENSE FILES","SOURCE ARCHIVE","SOURCE SITE","DEPENDENCIES WITH LICENSES","SHA256","SUPPLIER","COPYRIGHT_TEXT","CPE_ID","PURL","CPE23_TYPE","PACKAGE_URL","PKG_TYPE","COMPONENT_SCOPE"
"dbus","1.14.10","AFL-2.1 or GPL-2.0+ (library, tools), GPL-2.0+ (tools)","COPYING","dbus-1.14.10.tar.xz","https://dbus.freedesktop.org/releases/dbus","expat [MIT] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","ba1f21d2bd9d339da2d4aa8780c09df32fea87998b73da24f49ab9df1e36a50f","Organization: Freedesktop.org","Copyright (c) 2002-2005 CodeFactory AB, 2005 Red Hat, Inc.","cpe:2.3:a:freedesktop:dbus:1.14.10:*:*:*:*:*:*:*","pkg:generic/dbus@1.14.10","cpe:2.3:a:freedesktop:dbus:1.14.10:*:*:*:*:*:*:*","pkg:generic/dbus@1.14.10","LIBRARY","buildroot-target"
"expat","2.8.1","MIT","COPYING","expat-2.8.1.tar.xz","https://github.com/libexpat/libexpat/releases/download/R_2_8_1","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","10b195ee78160a908388180a8fe3603d4e9a12f4755fbf5f3816b23a9d750da0","Organization: The Expat maintainers","Copyright (c) 1998-2000 Thai Open Source Software Center Ltd","cpe:2.3:a:libexpat:expat:2.8.1:*:*:*:*:*:*:*","pkg:github/libexpat/expat@2.8.1","cpe:2.3:a:libexpat:expat:2.8.1:*:*:*:*:*:*:*","pkg:github/libexpat/expat@2.8.1","LIBRARY","buildroot-target"
"libglib2","2.86.5","LGPL-2.1+","COPYING","glib-2.86.5.tar.xz","https://download.gnome.org/sources/glib/2.86","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libffi [MIT] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","ce85a947bb8b3c0204dbeff79aec39bcb46371c6fafb64ba5b8726c71e038d5f","Organization: libglib2 upstream project","Copyright information is provided by the upstream libglib2 license files.","cpe:2.3:a:gnome:glib:2.86.5:*:*:*:*:*:*:*","pkg:generic/libglib2@2.86.5","cpe:2.3:a:gnome:glib:2.86.5:*:*:*:*:*:*:*","pkg:generic/libglib2@2.86.5","LIBRARY","buildroot-target"
"libffi","3.4.8","MIT","LICENSE","libffi-3.4.8.tar.gz","https://github.com/libffi/libffi/releases/download/v3.4.8","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","bc9842a18898bfacb0ed1252c4febcc7e78fa139fd27fdc7a3e30d9d9356119b","Organization: GNOME Foundation","Copyright (c) GNOME Foundation contributors","cpe:2.3:a:libffi_project:libffi:3.4.8:*:*:*:*:*:*:*","pkg:github/libffi/libffi@3.4.8","cpe:2.3:a:libffi_project:libffi:3.4.8:*:*:*:*:*:*:*","pkg:github/libffi/libffi@3.4.8","LIBRARY","buildroot-target"
"pcre2","10.47","BSD-3-Clause","LICENCE.md","pcre2-10.47.tar.bz2","https://github.com/PCRE2Project/pcre2/releases/download/pcre2-10.47","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","47fe8c99461250d42f89e6e8fdaeba9da057855d06eb7fc08d9ca03fd08d7bc7","Organization: pcre2 upstream project","Copyright information is provided by the upstream pcre2 license files.","cpe:2.3:a:pcre:pcre2:10.47:*:*:*:*:*:*:*","pkg:github/PCRE2Project/pcre2@10.47","cpe:2.3:a:pcre:pcre2:10.47:*:*:*:*:*:*:*","pkg:github/PCRE2Project/pcre2@10.47","APPLICATION","buildroot-target"
"util-linux-libs","2.41.4","LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)","README.licensing Documentation/licenses/COPYING.BSD-3-Clause Documentation/licenses/COPYING.LGPL-2.1-or-later","util-linux-2.41.4.tar.xz","https://cdn.kernel.org/pub/linux/utils/util-linux/v2.41","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libxcrypt [LGPL-2.1+] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","a8c213cc06048862602a42b2d299b340001f6d05c4407b549f3e03521df83688","Organization: kernel.org util-linux project","Copyright (c) util-linux contributors","cpe:2.3:a:kernel:util-linux-libs:2.41.4:*:*:*:*:*:*:*","pkg:generic/util-linux-libs@2.41.4","cpe:2.3:a:kernel:util-linux-libs:2.41.4:*:*:*:*:*:*:*","pkg:generic/util-linux-libs@2.41.4","APPLICATION","buildroot-target"
"libxcrypt","4.5.2","LGPL-2.1+","LICENSING COPYING.LIB","libxcrypt-4.5.2.tar.xz","https://github.com/besser82/libxcrypt/releases/download/v4.5.2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","71513a31c01a428bccd5367a32fd95f115d6dac50fb5b60c779d5c7942aec071","Organization: libxcrypt upstream project","Copyright information is provided by the upstream libxcrypt license files.","cpe:2.3:a:libxcrypt_project:libxcrypt:4.5.2:*:*:*:*:*:*:*","pkg:github/besser82/libxcrypt@4.5.2","cpe:2.3:a:libxcrypt_project:libxcrypt:4.5.2:*:*:*:*:*:*:*","pkg:github/besser82/libxcrypt@4.5.2","LIBRARY","buildroot-target"
"libzlib","1.3.2","Zlib","LICENSE","zlib-1.3.2.tar.xz","https://www.zlib.net","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","d7a0654783a4da529d1bb793b7ad9c3318020af77667bcae35f95d0e42a792f3","Organization: libzlib upstream project","Copyright information is provided by the upstream libzlib license files.","cpe:2.3:a:zlib:zlib:1.3.2:*:*:*:*:*:*:*","pkg:generic/libzlib@1.3.2","cpe:2.3:a:zlib:zlib:1.3.2:*:*:*:*:*:*:*","pkg:generic/libzlib@1.3.2","LIBRARY","buildroot-target"
"libxml2","2.15.3","MIT","Copyright","libxml2-2.15.3.tar.xz","https://download.gnome.org/sources/libxml2/2.15","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","78262a6e7ac170d6528ebfe2efccdf220191a5af6a6cd61ea4a9a9a5042c7a07","Organization: libxml2 upstream project","Copyright information is provided by the upstream libxml2 license files.","cpe:2.3:a:xmlsoft:libxml2:2.15.3:*:*:*:*:*:*:*","pkg:generic/libxml2@2.15.3","cpe:2.3:a:xmlsoft:libxml2:2.15.3:*:*:*:*:*:*:*","pkg:generic/libxml2@2.15.3","LIBRARY","buildroot-target"
"bash","5.2.37","GPL-3.0+","COPYING","bash-5.2.37.tar.gz","https://mirrors.ustc.edu.cn/gnu/bash","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","9599b22ecd1d5787ad7d3b7bf0c59f312b3396d1e281175dd1f8a4014da621ff","Organization: Free Software Foundation","Copyright (c) Free Software Foundation, Inc.","cpe:2.3:a:gnu:bash:5.2.37:*:*:*:*:*:*:*","pkg:generic/bash@5.2.37","cpe:2.3:a:gnu:bash:5.2.37:*:*:*:*:*:*:*","pkg:generic/bash@5.2.37","APPLICATION","buildroot-target"
"readline","8.3","GPL-3.0+","COPYING","readline-8.3.tar.gz","https://mirrors.ustc.edu.cn/gnu/readline","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","fe5383204467828cd495ee8d1d3c037a7eba1389c22bc6a041f627976f9061cc","Organization: readline upstream project","Copyright information is provided by the upstream readline license files.","cpe:2.3:a:gnu:readline:8.3:*:*:*:*:*:*:*","pkg:generic/readline@8.3","cpe:2.3:a:gnu:readline:8.3:*:*:*:*:*:*:*","pkg:generic/readline@8.3","APPLICATION","buildroot-target"
"bluez-alsa","4.3.1","MIT","LICENSE","bluez-alsa-4.3.1.tar.gz","https://github.com/Arkq/bluez-alsa/archive/v4.3.1","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] alsa-plugins [LGPL-2.1+ , GPL-2.0+ (samplerate plugin)] alsa-utils [GPL-2.0] bluez5_utils [GPL-2.0+, LGPL-2.1+] dbus [AFL-2.1 or GPL-2.0+ (library, tools), GPL-2.0+ (tools)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] kmod [LGPL-2.1+ (library)] libbsd [BSD-2-Clause, BSD-3-Clause, BSD-5-Clause, MIT, ISC, Beerware] libffi [MIT] libglib2 [LGPL-2.1+] libical [MPL-2.0 or LGPL-2.1] libmd [BSD-2-Clause, BSD-3-Clause, Beerware, ISC, Public Domain] libopenssl [Apache-2.0] libsamplerate [BSD-2-Clause] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] mpg123 [LGPL-2.1] ncurses [MIT with advertising clause] opus [BSD-3-Clause] pcre2 [BSD-3-Clause] readline [GPL-3.0+] sbc [LGPL-2.1+ (library)] skeleton-init-common [unknown] skeleton-init-sysv [unknown] spandsp [LGPL-2.1 (library), GPL-2.0 (test suite)] tiff [tiff license] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","933fe898dfac21fdfeb5f4ffa685c2aa2db9c064d639170ac2652f156e956a2a","Organization: BlueZ Project","Copyright (c) BlueZ Project contributors","cpe:2.3:a:arkq:bluez-alsa:4.3.1:*:*:*:*:*:*:*","pkg:github/Arkq/bluez-alsa@4.3.1","cpe:2.3:a:arkq:bluez-alsa:4.3.1:*:*:*:*:*:*:*","pkg:github/Arkq/bluez-alsa@4.3.1","LIBRARY","buildroot-target"
"bluez5_utils","5.79","GPL-2.0+, LGPL-2.1+","COPYING COPYING.LIB","bluez-5.79.tar.xz","https://cdn.kernel.org/pub/linux/bluetooth","dbus [AFL-2.1 or GPL-2.0+ (library, tools), GPL-2.0+ (tools)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libffi [MIT] libglib2 [LGPL-2.1+] libical [MPL-2.0 or LGPL-2.1] libopenssl [Apache-2.0] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] pcre2 [BSD-3-Clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","4164a5303a9f71c70f48c03ff60be34231b568d93a9ad5e79928d34e6aa0ea8a","Organization: BlueZ Project","Copyright (c) BlueZ Project contributors","cpe:2.3:a:bluez:bluez:5.79:*:*:*:*:*:*:*","pkg:generic/bluez5-utils@5.79","cpe:2.3:a:bluez:bluez:5.79:*:*:*:*:*:*:*","pkg:generic/bluez5-utils@5.79","LIBRARY","buildroot-target"
"libical","3.0.20","MPL-2.0 or LGPL-2.1","LICENSE.MPL2.txt LICENSE.LGPL21.txt","libical-3.0.20.tar.gz","https://github.com/libical/libical/releases/download/v3.0.20","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","e73de92f5a6ce84c1b00306446b290a2b08cdf0a80988eca0a2c9d5c3510b4c2","Organization: Free Software Foundation","Copyright (c) Free Software Foundation","cpe:2.3:a:libical_project:libical:3.0.20:*:*:*:*:*:*:*","pkg:github/libical/libical@3.0.20","cpe:2.3:a:libical_project:libical:3.0.20:*:*:*:*:*:*:*","pkg:github/libical/libical@3.0.20","LIBRARY","buildroot-target"
"eudev","3.2.14","GPL-2.0+ (programs), LGPL-2.1+ (libraries)","COPYING","eudev-3.2.14.tar.gz","https://github.com/eudev-project/eudev/releases/download/v3.2.14","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libxcrypt [LGPL-2.1+] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]","8da4319102f24abbf7fff5ce9c416af848df163b29590e666d334cc1927f006f","Organization: systemd Project","Copyright (c) Lennart Poettering","cpe:2.3:a:gentoo:eudev:3.2.14:*:*:*:*:*:*:*","pkg:github/eudev-project/eudev@3.2.14","cpe:2.3:a:gentoo:eudev:3.2.14:*:*:*:*:*:*:*","pkg:github/eudev-project/eudev@3.2.14","APPLICATION","buildroot-target"
"kmod","33","LGPL-2.1+ (library)","libkmod/COPYING","kmod-33.tar.xz","https://cdn.kernel.org/pub/linux/utils/kernel/kmod","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","dc768b3155172091f56dc69430b5481f2d76ecd9ccb54ead8c2540dbcf5ea9bc","Organization: Professional Open Source","Copyright (c) Professional Open Source","cpe:2.3:a:kmod_project:kmod:33:*:*:*:*:*:*:*","pkg:generic/kmod@33","cpe:2.3:a:kmod_project:kmod:33:*:*:*:*:*:*:*","pkg:generic/kmod@33","APPLICATION","buildroot-target"
"libopenssl","3.6.2","Apache-2.0","LICENSE.txt","openssl-3.6.2.tar.gz","https://github.com/openssl/openssl/releases/download/openssl-3.6.2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","aaf51a1fe064384f811daeaeb4ec4dce7340ec8bd893027eee676af31e83a04f","Organization: OpenSSL Software Foundation","Copyright (c) The OpenSSL Project","cpe:2.3:a:openssl:openssl:3.6.2:*:*:*:*:*:*:*","pkg:github/openssl/libopenssl@3.6.2","cpe:2.3:a:openssl:openssl:3.6.2:*:*:*:*:*:*:*","pkg:github/openssl/libopenssl@3.6.2","LIBRARY","buildroot-target"
"libbsd","0.12.2","BSD-2-Clause, BSD-3-Clause, BSD-5-Clause, MIT, ISC, Beerware","COPYING","libbsd-0.12.2.tar.xz","https://libbsd.freedesktop.org/releases","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libmd [BSD-2-Clause, BSD-3-Clause, Beerware, ISC, Public Domain] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","b88cc9163d0c652aaf39a99991d974ddba1c3a9711db8f1b5838af2a14731014","Organization: FreeBSD Foundation","Copyright (c) FreeBSD Foundation","cpe:2.3:a:libbsd_project:libbsd:0.12.2:*:*:*:*:*:*:*","pkg:generic/libbsd@0.12.2","cpe:2.3:a:libbsd_project:libbsd:0.12.2:*:*:*:*:*:*:*","pkg:generic/libbsd@0.12.2","LIBRARY","buildroot-target"
"libmd","1.1.0","BSD-2-Clause, BSD-3-Clause, Beerware, ISC, Public Domain","COPYING","libmd-1.1.0.tar.xz","https://archive.hadrons.org/software/libmd","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]","1bd6aa42275313af3141c7cf2e5b964e8b1fd488025caf2f971f43b00776b332","Organization: libmd upstream project","Copyright information is provided by the upstream libmd license files.","cpe:2.3:a:libmd_project:libmd:1.1.0:*:*:*:*:*:*:*","pkg:generic/libmd@1.1.0","cpe:2.3:a:libmd_project:libmd:1.1.0:*:*:*:*:*:*:*","pkg:generic/libmd@1.1.0","LIBRARY","buildroot-target"
